vin	-100*((V(V2s)*I(RL))/(V(Vpos)*I(VIN)))
6.417500000000137e+00	7.481399e+01
6.417800000000137e+00	7.481037e+01
6.418100000000138e+00	7.480674e+01
6.418400000000138e+00	7.480312e+01
6.418700000000138e+00	7.479948e+01
6.419000000000138e+00	7.479585e+01
6.419300000000138e+00	7.479222e+01
6.419600000000139e+00	7.478860e+01
6.419900000000139e+00	7.478498e+01
6.420200000000139e+00	7.478135e+01
6.420500000000139e+00	7.477773e+01
6.420800000000139e+00	7.477409e+01
6.421100000000139e+00	7.477046e+01
6.421400000000140e+00	7.476685e+01
6.421700000000140e+00	7.476322e+01
6.422000000000140e+00	7.475961e+01
6.422300000000140e+00	7.475598e+01
6.422600000000140e+00	7.475236e+01
6.422900000000141e+00	7.474873e+01
6.423200000000141e+00	7.474511e+01
6.423500000000141e+00	7.474149e+01
6.423800000000141e+00	7.473786e+01
6.424100000000141e+00	7.473425e+01
6.424400000000142e+00	7.473062e+01
6.424700000000142e+00	7.472701e+01
6.425000000000142e+00	7.472338e+01
6.425300000000142e+00	7.471976e+01
6.425600000000142e+00	7.471614e+01
6.425900000000142e+00	7.471251e+01
6.426200000000143e+00	7.470891e+01
6.426500000000143e+00	7.470529e+01
6.426800000000143e+00	7.470167e+01
6.427100000000143e+00	7.469805e+01
6.427400000000143e+00	7.469442e+01
6.427700000000144e+00	7.469081e+01
6.428000000000144e+00	7.468719e+01
6.428300000000144e+00	7.468358e+01
6.428600000000144e+00	7.467997e+01
6.428900000000144e+00	7.467635e+01
6.429200000000145e+00	7.467273e+01
6.429500000000145e+00	7.466911e+01
6.429800000000145e+00	7.466550e+01
6.430100000000145e+00	7.466188e+01
6.430400000000145e+00	7.465827e+01
6.430700000000146e+00	7.465466e+01
6.431000000000146e+00	7.465104e+01
6.431300000000146e+00	7.464743e+01
6.431600000000146e+00	7.464381e+01
6.431900000000146e+00	7.464020e+01
6.432200000000146e+00	7.463659e+01
6.432500000000147e+00	7.463297e+01
6.432800000000147e+00	7.462938e+01
6.433100000000147e+00	7.462576e+01
6.433400000000147e+00	7.462215e+01
6.433700000000147e+00	7.461853e+01
6.434000000000148e+00	7.461492e+01
6.434300000000148e+00	7.461131e+01
6.434600000000148e+00	7.460770e+01
6.434900000000148e+00	7.460409e+01
6.435200000000148e+00	7.460048e+01
6.435500000000149e+00	7.459688e+01
6.435800000000149e+00	7.459326e+01
6.436100000000149e+00	7.458967e+01
6.436400000000149e+00	7.458605e+01
6.436700000000149e+00	7.458244e+01
6.437000000000149e+00	7.457884e+01
6.437300000000150e+00	7.457523e+01
6.437600000000150e+00	7.457163e+01
6.437900000000150e+00	7.456802e+01
6.438200000000150e+00	7.456441e+01
6.438500000000150e+00	7.456081e+01
6.438800000000151e+00	7.455720e+01
6.439100000000151e+00	7.455360e+01
6.439400000000151e+00	7.455000e+01
6.439700000000151e+00	7.454640e+01
6.440000000000151e+00	7.454279e+01
6.440300000000152e+00	7.453918e+01
6.440600000000152e+00	7.453558e+01
6.440900000000152e+00	7.453198e+01
6.441200000000152e+00	7.452838e+01
6.441500000000152e+00	7.452478e+01
6.441800000000153e+00	7.452118e+01
6.442100000000153e+00	7.451757e+01
6.442400000000153e+00	7.451396e+01
6.442700000000153e+00	7.451037e+01
6.443000000000153e+00	7.450677e+01
6.443300000000153e+00	7.450317e+01
6.443600000000154e+00	7.449956e+01
6.443900000000154e+00	7.449597e+01
6.444200000000154e+00	7.449238e+01
6.444500000000154e+00	7.448877e+01
6.444800000000154e+00	7.448518e+01
6.445100000000155e+00	7.448157e+01
6.445400000000155e+00	7.447797e+01
6.445700000000155e+00	7.447437e+01
6.446000000000155e+00	7.447079e+01
6.446300000000155e+00	7.446719e+01
6.446600000000156e+00	7.446359e+01
6.446900000000156e+00	7.446000e+01
6.447200000000156e+00	7.445640e+01
6.447500000000156e+00	7.445281e+01
6.447800000000156e+00	7.444921e+01
6.448100000000156e+00	7.444562e+01
6.448400000000157e+00	7.444202e+01
6.448700000000157e+00	7.443842e+01
6.449000000000157e+00	7.443483e+01
6.449300000000157e+00	7.443124e+01
6.449600000000157e+00	7.442765e+01
6.449900000000158e+00	7.442405e+01
6.450200000000158e+00	7.442045e+01
6.450500000000158e+00	7.441687e+01
6.450800000000158e+00	7.441328e+01
6.451100000000158e+00	7.440969e+01
6.451400000000159e+00	7.440610e+01
6.451700000000159e+00	7.440250e+01
6.452000000000159e+00	7.439891e+01
6.452300000000159e+00	7.439531e+01
6.452600000000159e+00	7.439174e+01
6.452900000000160e+00	7.438815e+01
6.453200000000160e+00	7.438456e+01
6.453500000000160e+00	7.438097e+01
6.453800000000160e+00	7.437737e+01
6.454100000000160e+00	7.437379e+01
6.454400000000160e+00	7.437020e+01
6.454700000000161e+00	7.436663e+01
6.455000000000161e+00	7.436303e+01
6.455300000000161e+00	7.435945e+01
6.455600000000161e+00	7.435586e+01
6.455900000000161e+00	7.435227e+01
6.456200000000162e+00	7.434869e+01
6.456500000000162e+00	7.434510e+01
6.456800000000162e+00	7.434152e+01
6.457100000000162e+00	7.433793e+01
6.457400000000162e+00	7.433435e+01
6.457700000000163e+00	7.433077e+01
6.458000000000163e+00	7.432718e+01
6.458300000000163e+00	7.432360e+01
6.458600000000163e+00	7.432001e+01
6.458900000000163e+00	7.431644e+01
6.459200000000163e+00	7.431286e+01
6.459500000000164e+00	7.430927e+01
6.459800000000164e+00	7.430569e+01
6.460100000000164e+00	7.430210e+01
6.460400000000164e+00	7.429852e+01
6.460700000000164e+00	7.429494e+01
6.461000000000165e+00	7.429137e+01
6.461300000000165e+00	7.428779e+01
6.461600000000165e+00	7.428421e+01
6.461900000000165e+00	7.428062e+01
6.462200000000165e+00	7.427705e+01
6.462500000000166e+00	7.427347e+01
6.462800000000166e+00	7.426989e+01
6.463100000000166e+00	7.426630e+01
6.463400000000166e+00	7.426274e+01
6.463700000000166e+00	7.425916e+01
6.464000000000167e+00	7.425558e+01
6.464300000000167e+00	7.425200e+01
6.464600000000167e+00	7.424843e+01
6.464900000000167e+00	7.424485e+01
6.465200000000167e+00	7.424127e+01
6.465500000000167e+00	7.423770e+01
6.465800000000168e+00	7.423413e+01
6.466100000000168e+00	7.423055e+01
6.466400000000168e+00	7.422697e+01
6.466700000000168e+00	7.422340e+01
6.467000000000168e+00	7.421982e+01
6.467300000000169e+00	7.421625e+01
6.467600000000169e+00	7.421268e+01
6.467900000000169e+00	7.420912e+01
6.468200000000169e+00	7.420554e+01
6.468500000000169e+00	7.420196e+01
6.468800000000170e+00	7.419840e+01
6.469100000000170e+00	7.419483e+01
6.469400000000170e+00	7.419125e+01
6.469700000000170e+00	7.418768e+01
6.470000000000170e+00	7.418411e+01
6.470300000000170e+00	7.418054e+01
6.470600000000171e+00	7.417698e+01
6.470900000000171e+00	7.417340e+01
6.471200000000171e+00	7.416983e+01
6.471500000000171e+00	7.416626e+01
6.471800000000171e+00	7.416269e+01
6.472100000000172e+00	7.415914e+01
6.472400000000172e+00	7.415557e+01
6.472700000000172e+00	7.415200e+01
6.473000000000172e+00	7.414842e+01
6.473300000000172e+00	7.414486e+01
6.473600000000173e+00	7.414129e+01
6.473900000000173e+00	7.413773e+01
6.474200000000173e+00	7.413416e+01
6.474500000000173e+00	7.413060e+01
6.474800000000173e+00	7.412703e+01
6.475100000000173e+00	7.412346e+01
6.475400000000174e+00	7.411991e+01
6.475700000000174e+00	7.411634e+01
6.476000000000174e+00	7.411278e+01
6.476300000000174e+00	7.410921e+01
6.476600000000174e+00	7.410565e+01
6.476900000000175e+00	7.410209e+01
6.477200000000175e+00	7.409853e+01
6.477500000000175e+00	7.409497e+01
6.477800000000175e+00	7.409140e+01
6.478100000000175e+00	7.408784e+01
6.478400000000176e+00	7.408427e+01
6.478700000000176e+00	7.408072e+01
6.479000000000176e+00	7.407716e+01
6.479300000000176e+00	7.407360e+01
6.479600000000176e+00	7.407004e+01
6.479900000000177e+00	7.406648e+01
6.480200000000177e+00	7.406293e+01
6.480500000000177e+00	7.405936e+01
6.480800000000177e+00	7.405580e+01
6.481100000000177e+00	7.405225e+01
6.481400000000177e+00	7.404869e+01
6.481700000000178e+00	7.404513e+01
6.482000000000178e+00	7.404158e+01
6.482300000000178e+00	7.403802e+01
6.482600000000178e+00	7.403446e+01
6.482900000000178e+00	7.403090e+01
6.483200000000179e+00	7.402735e+01
6.483500000000179e+00	7.402380e+01
6.483800000000179e+00	7.402025e+01
6.484100000000179e+00	7.401669e+01
6.484400000000179e+00	7.401313e+01
6.484700000000180e+00	7.400957e+01
6.485000000000180e+00	7.400601e+01
6.485300000000180e+00	7.400248e+01
6.485600000000180e+00	7.399892e+01
6.485900000000180e+00	7.399537e+01
6.486200000000180e+00	7.399181e+01
6.486500000000181e+00	7.398825e+01
6.486800000000181e+00	7.398471e+01
6.487100000000181e+00	7.398115e+01
6.487400000000181e+00	7.397761e+01
6.487700000000181e+00	7.397405e+01
6.488000000000182e+00	7.397050e+01
6.488300000000182e+00	7.396695e+01
6.488600000000182e+00	7.396341e+01
6.488900000000182e+00	7.395985e+01
6.489200000000182e+00	7.395630e+01
6.489500000000183e+00	7.395275e+01
6.489800000000183e+00	7.394921e+01
6.490100000000183e+00	7.394566e+01
6.490400000000183e+00	7.394212e+01
6.490700000000183e+00	7.393856e+01
6.491000000000184e+00	7.393501e+01
6.491300000000184e+00	7.393146e+01
6.491600000000184e+00	7.392792e+01
6.491900000000184e+00	7.392438e+01
6.492200000000184e+00	7.392083e+01
6.492500000000184e+00	7.391729e+01
6.492800000000185e+00	7.391373e+01
6.493100000000185e+00	7.391019e+01
6.493400000000185e+00	7.390665e+01
6.493700000000185e+00	7.390310e+01
6.494000000000185e+00	7.389957e+01
6.494300000000186e+00	7.389602e+01
6.494600000000186e+00	7.389248e+01
6.494900000000186e+00	7.388893e+01
6.495200000000186e+00	7.388539e+01
6.495500000000186e+00	7.388185e+01
6.495800000000187e+00	7.387830e+01
6.496100000000187e+00	7.387476e+01
6.496400000000187e+00	7.387122e+01
6.496700000000187e+00	7.386769e+01
6.497000000000187e+00	7.386414e+01
6.497300000000187e+00	7.386060e+01
6.497600000000188e+00	7.385706e+01
6.497900000000188e+00	7.385351e+01
6.498200000000188e+00	7.384998e+01
6.498500000000188e+00	7.384645e+01
6.498800000000188e+00	7.384291e+01
6.499100000000189e+00	7.383936e+01
6.499400000000189e+00	7.383582e+01
6.499700000000189e+00	7.383229e+01
6.500000000000000e+00	7.382875e+01
