vin	-100*((V(V2s)*I(RL))/(V(Vpos)*I(VIN)))
6.417500000000137e+00	4.866055e+01
6.417800000000137e+00	4.865815e+01
6.418100000000138e+00	4.865575e+01
6.418400000000138e+00	4.865335e+01
6.418700000000138e+00	4.865094e+01
6.419000000000138e+00	4.864854e+01
6.419300000000138e+00	4.864614e+01
6.419600000000139e+00	4.864374e+01
6.419900000000139e+00	4.864134e+01
6.420200000000139e+00	4.863894e+01
6.420500000000139e+00	4.863654e+01
6.420800000000139e+00	4.863414e+01
6.421100000000139e+00	4.863174e+01
6.421400000000140e+00	4.862934e+01
6.421700000000140e+00	4.862694e+01
6.422000000000140e+00	4.862455e+01
6.422300000000140e+00	4.862214e+01
6.422600000000140e+00	4.861975e+01
6.422900000000141e+00	4.861735e+01
6.423200000000141e+00	4.861495e+01
6.423500000000141e+00	4.861255e+01
6.423800000000141e+00	4.861016e+01
6.424100000000141e+00	4.860776e+01
6.424400000000142e+00	4.860536e+01
6.424700000000142e+00	4.860297e+01
6.425000000000142e+00	4.860057e+01
6.425300000000142e+00	4.859817e+01
6.425600000000142e+00	4.859578e+01
6.425900000000142e+00	4.859338e+01
6.426200000000143e+00	4.859099e+01
6.426500000000143e+00	4.858859e+01
6.426800000000143e+00	4.858619e+01
6.427100000000143e+00	4.858379e+01
6.427400000000143e+00	4.858140e+01
6.427700000000144e+00	4.857901e+01
6.428000000000144e+00	4.857662e+01
6.428300000000144e+00	4.857422e+01
6.428600000000144e+00	4.857183e+01
6.428900000000144e+00	4.856944e+01
6.429200000000145e+00	4.856704e+01
6.429500000000145e+00	4.856465e+01
6.429800000000145e+00	4.856226e+01
6.430100000000145e+00	4.855986e+01
6.430400000000145e+00	4.855747e+01
6.430700000000146e+00	4.855508e+01
6.431000000000146e+00	4.855268e+01
6.431300000000146e+00	4.855029e+01
6.431600000000146e+00	4.854790e+01
6.431900000000146e+00	4.854551e+01
6.432200000000146e+00	4.854311e+01
6.432500000000147e+00	4.854073e+01
6.432800000000147e+00	4.853834e+01
6.433100000000147e+00	4.853595e+01
6.433400000000147e+00	4.853355e+01
6.433700000000147e+00	4.853116e+01
6.434000000000148e+00	4.852877e+01
6.434300000000148e+00	4.852638e+01
6.434600000000148e+00	4.852399e+01
6.434900000000148e+00	4.852161e+01
6.435200000000148e+00	4.851921e+01
6.435500000000149e+00	4.851683e+01
6.435800000000149e+00	4.851444e+01
6.436100000000149e+00	4.851205e+01
6.436400000000149e+00	4.850966e+01
6.436700000000149e+00	4.850728e+01
6.437000000000149e+00	4.850489e+01
6.437300000000150e+00	4.850250e+01
6.437600000000150e+00	4.850012e+01
6.437900000000150e+00	4.849773e+01
6.438200000000150e+00	4.849534e+01
6.438500000000150e+00	4.849295e+01
6.438800000000151e+00	4.849057e+01
6.439100000000151e+00	4.848818e+01
6.439400000000151e+00	4.848579e+01
6.439700000000151e+00	4.848341e+01
6.440000000000151e+00	4.848103e+01
6.440300000000152e+00	4.847864e+01
6.440600000000152e+00	4.847625e+01
6.440900000000152e+00	4.847387e+01
6.441200000000152e+00	4.847148e+01
6.441500000000152e+00	4.846910e+01
6.441800000000153e+00	4.846671e+01
6.442100000000153e+00	4.846433e+01
6.442400000000153e+00	4.846195e+01
6.442700000000153e+00	4.845957e+01
6.443000000000153e+00	4.845718e+01
6.443300000000153e+00	4.845480e+01
6.443600000000154e+00	4.845241e+01
6.443900000000154e+00	4.845003e+01
6.444200000000154e+00	4.844765e+01
6.444500000000154e+00	4.844527e+01
6.444800000000154e+00	4.844289e+01
6.445100000000155e+00	4.844051e+01
6.445400000000155e+00	4.843812e+01
6.445700000000155e+00	4.843574e+01
6.446000000000155e+00	4.843336e+01
6.446300000000155e+00	4.843098e+01
6.446600000000156e+00	4.842860e+01
6.446900000000156e+00	4.842622e+01
6.447200000000156e+00	4.842384e+01
6.447500000000156e+00	4.842146e+01
6.447800000000156e+00	4.841908e+01
6.448100000000156e+00	4.841670e+01
6.448400000000157e+00	4.841432e+01
6.448700000000157e+00	4.841194e+01
6.449000000000157e+00	4.840956e+01
6.449300000000157e+00	4.840719e+01
6.449600000000157e+00	4.840481e+01
6.449900000000158e+00	4.840243e+01
6.450200000000158e+00	4.840005e+01
6.450500000000158e+00	4.839768e+01
6.450800000000158e+00	4.839530e+01
6.451100000000158e+00	4.839292e+01
6.451400000000159e+00	4.839055e+01
6.451700000000159e+00	4.838816e+01
6.452000000000159e+00	4.838579e+01
6.452300000000159e+00	4.838341e+01
6.452600000000159e+00	4.838104e+01
6.452900000000160e+00	4.837866e+01
6.453200000000160e+00	4.837629e+01
6.453500000000160e+00	4.837391e+01
6.453800000000160e+00	4.837153e+01
6.454100000000160e+00	4.836916e+01
6.454400000000160e+00	4.836679e+01
6.454700000000161e+00	4.836441e+01
6.455000000000161e+00	4.836204e+01
6.455300000000161e+00	4.835966e+01
6.455600000000161e+00	4.835729e+01
6.455900000000161e+00	4.835491e+01
6.456200000000162e+00	4.835254e+01
6.456500000000162e+00	4.835016e+01
6.456800000000162e+00	4.834780e+01
6.457100000000162e+00	4.834542e+01
6.457400000000162e+00	4.834305e+01
6.457700000000163e+00	4.834068e+01
6.458000000000163e+00	4.833830e+01
6.458300000000163e+00	4.833593e+01
6.458600000000163e+00	4.833356e+01
6.458900000000163e+00	4.833119e+01
6.459200000000163e+00	4.832882e+01
6.459500000000164e+00	4.832645e+01
6.459800000000164e+00	4.832408e+01
6.460100000000164e+00	4.832171e+01
6.460400000000164e+00	4.831933e+01
6.460700000000164e+00	4.831697e+01
6.461000000000165e+00	4.831460e+01
6.461300000000165e+00	4.831223e+01
6.461600000000165e+00	4.830986e+01
6.461900000000165e+00	4.830749e+01
6.462200000000165e+00	4.830512e+01
6.462500000000166e+00	4.830275e+01
6.462800000000166e+00	4.830038e+01
6.463100000000166e+00	4.829801e+01
6.463400000000166e+00	4.829564e+01
6.463700000000166e+00	4.829328e+01
6.464000000000167e+00	4.829090e+01
6.464300000000167e+00	4.828854e+01
6.464600000000167e+00	4.828617e+01
6.464900000000167e+00	4.828381e+01
6.465200000000167e+00	4.828144e+01
6.465500000000167e+00	4.827907e+01
6.465800000000168e+00	4.827671e+01
6.466100000000168e+00	4.827434e+01
6.466400000000168e+00	4.827197e+01
6.466700000000168e+00	4.826961e+01
6.467000000000168e+00	4.826725e+01
6.467300000000169e+00	4.826488e+01
6.467600000000169e+00	4.826252e+01
6.467900000000169e+00	4.826015e+01
6.468200000000169e+00	4.825778e+01
6.468500000000169e+00	4.825542e+01
6.468800000000170e+00	4.825305e+01
6.469100000000170e+00	4.825069e+01
6.469400000000170e+00	4.824833e+01
6.469700000000170e+00	4.824596e+01
6.470000000000170e+00	4.824360e+01
6.470300000000170e+00	4.824124e+01
6.470600000000171e+00	4.823887e+01
6.470900000000171e+00	4.823651e+01
6.471200000000171e+00	4.823415e+01
6.471500000000171e+00	4.823178e+01
6.471800000000171e+00	4.822943e+01
6.472100000000172e+00	4.822707e+01
6.472400000000172e+00	4.822470e+01
6.472700000000172e+00	4.822234e+01
6.473000000000172e+00	4.821998e+01
6.473300000000172e+00	4.821762e+01
6.473600000000173e+00	4.821526e+01
6.473900000000173e+00	4.821290e+01
6.474200000000173e+00	4.821054e+01
6.474500000000173e+00	4.820818e+01
6.474800000000173e+00	4.820582e+01
6.475100000000173e+00	4.820346e+01
6.475400000000174e+00	4.820110e+01
6.475700000000174e+00	4.819874e+01
6.476000000000174e+00	4.819638e+01
6.476300000000174e+00	4.819403e+01
6.476600000000174e+00	4.819166e+01
6.476900000000175e+00	4.818931e+01
6.477200000000175e+00	4.818695e+01
6.477500000000175e+00	4.818459e+01
6.477800000000175e+00	4.818223e+01
6.478100000000175e+00	4.817988e+01
6.478400000000176e+00	4.817751e+01
6.478700000000176e+00	4.817516e+01
6.479000000000176e+00	4.817281e+01
6.479300000000176e+00	4.817045e+01
6.479600000000176e+00	4.816809e+01
6.479900000000177e+00	4.816574e+01
6.480200000000177e+00	4.816338e+01
6.480500000000177e+00	4.816102e+01
6.480800000000177e+00	4.815867e+01
6.481100000000177e+00	4.815631e+01
6.481400000000177e+00	4.815396e+01
6.481700000000178e+00	4.815161e+01
6.482000000000178e+00	4.814925e+01
6.482300000000178e+00	4.814690e+01
6.482600000000178e+00	4.814454e+01
6.482900000000178e+00	4.814219e+01
6.483200000000179e+00	4.813983e+01
6.483500000000179e+00	4.813748e+01
6.483800000000179e+00	4.813513e+01
6.484100000000179e+00	4.813278e+01
6.484400000000179e+00	4.813042e+01
6.484700000000180e+00	4.812807e+01
6.485000000000180e+00	4.812572e+01
6.485300000000180e+00	4.812336e+01
6.485600000000180e+00	4.812101e+01
6.485900000000180e+00	4.811866e+01
6.486200000000180e+00	4.811631e+01
6.486500000000181e+00	4.811396e+01
6.486800000000181e+00	4.811161e+01
6.487100000000181e+00	4.810925e+01
6.487400000000181e+00	4.810691e+01
6.487700000000181e+00	4.810456e+01
6.488000000000182e+00	4.810220e+01
6.488300000000182e+00	4.809986e+01
6.488600000000182e+00	4.809751e+01
6.488900000000182e+00	4.809516e+01
6.489200000000182e+00	4.809281e+01
6.489500000000183e+00	4.809046e+01
6.489800000000183e+00	4.808811e+01
6.490100000000183e+00	4.808576e+01
6.490400000000183e+00	4.808341e+01
6.490700000000183e+00	4.808107e+01
6.491000000000184e+00	4.807871e+01
6.491300000000184e+00	4.807637e+01
6.491600000000184e+00	4.807402e+01
6.491900000000184e+00	4.807168e+01
6.492200000000184e+00	4.806933e+01
6.492500000000184e+00	4.806698e+01
6.492800000000185e+00	4.806463e+01
6.493100000000185e+00	4.806228e+01
6.493400000000185e+00	4.805994e+01
6.493700000000185e+00	4.805759e+01
6.494000000000185e+00	4.805525e+01
6.494300000000186e+00	4.805291e+01
6.494600000000186e+00	4.805056e+01
6.494900000000186e+00	4.804821e+01
6.495200000000186e+00	4.804587e+01
6.495500000000186e+00	4.804352e+01
6.495800000000187e+00	4.804118e+01
6.496100000000187e+00	4.803883e+01
6.496400000000187e+00	4.803649e+01
6.496700000000187e+00	4.803415e+01
6.497000000000187e+00	4.803180e+01
6.497300000000187e+00	4.802946e+01
6.497600000000188e+00	4.802712e+01
6.497900000000188e+00	4.802477e+01
6.498200000000188e+00	4.802243e+01
6.498500000000188e+00	4.802009e+01
6.498800000000188e+00	4.801775e+01
6.499100000000189e+00	4.801540e+01
6.499400000000189e+00	4.801306e+01
6.499700000000189e+00	4.801072e+01
6.500000000000000e+00	4.800838e+01
