time	V(v2s)
Step Information: Cl=1µ  (Step: 1/9)
8.000055404881813e-03	5.014905e+00
8.000086785532512e-03	5.015115e+00
8.000120874405834e-03	5.015237e+00
8.000166431941623e-03	5.015337e+00
8.000230895686038e-03	5.015441e+00
8.000359823174869e-03	5.015585e+00
8.000605327684478e-03	5.015739e+00
8.001061782437618e-03	5.015855e+00
8.001611318474494e-03	5.015893e+00
8.002325689713036e-03	5.015900e+00
8.003018170325537e-03	5.015900e+00
8.004018170325537e-03	5.015900e+00
8.005018170325536e-03	5.015900e+00
8.006018170325535e-03	5.015900e+00
8.711018170325017e-03	5.015900e+00
8.998018170324806e-03	5.015900e+00
8.999018170324806e-03	5.015900e+00
8.999019170324805e-03	5.015900e+00
8.999021170324804e-03	5.015900e+00
8.999025170324802e-03	5.015900e+00
8.999033170324798e-03	5.015900e+00
8.999049170324789e-03	5.015900e+00
8.999081170324772e-03	5.015900e+00
8.999273170324671e-03	5.015900e+00
8.999529170324537e-03	5.015900e+00
8.999530170324536e-03	5.015900e+00
8.999532170324535e-03	5.015900e+00
8.999536170324533e-03	5.015900e+00
8.999544170324529e-03	5.015900e+00
8.999560170324520e-03	5.015900e+00
8.999592170324503e-03	5.015900e+00
8.999656170324470e-03	5.015900e+00
8.999784170324402e-03	5.015900e+00
8.999785170324402e-03	5.015900e+00
8.999787170324401e-03	5.015900e+00
8.999791170324399e-03	5.015900e+00
8.999799170324395e-03	5.015900e+00
8.999815170324386e-03	5.015900e+00
8.999847170324369e-03	5.015900e+00
8.999911170324336e-03	5.015900e+00
8.999912170324335e-03	5.015900e+00
8.999914170324334e-03	5.015900e+00
8.999918170324332e-03	5.015900e+00
8.999926170324328e-03	5.015900e+00
8.999942170324319e-03	5.015900e+00
8.999969000000017e-03	5.015900e+00
8.999970000000017e-03	5.015900e+00
8.999972000000016e-03	5.015900e+00
8.999984000000009e-03	5.015900e+00
8.999987000000008e-03	5.015900e+00
8.999993000000005e-03	5.015900e+00
8.999997000000003e-03	5.015900e+00
8.999998000000002e-03	5.015900e+00
8.999999000000002e-03	5.015900e+00
9.000000000000001e-03	5.015900e+00
9.000001000000001e-03	5.015900e+00
9.000001100000000e-03	5.015894e+00
9.000001299999999e-03	5.015890e+00
9.000001600000000e-03	5.015889e+00
9.000002000000000e-03	5.015885e+00
9.000002040000000e-03	5.015890e+00
9.000002120000000e-03	5.015893e+00
9.000002279999999e-03	5.015891e+00
9.000002599999999e-03	5.015885e+00
9.000003240000000e-03	5.015874e+00
9.000004520000000e-03	5.015848e+00
9.000007080000001e-03	5.015790e+00
9.000012200000003e-03	5.015662e+00
9.000022440000007e-03	5.015413e+00
9.000036204472556e-03	5.015145e+00
9.000055210713960e-03	5.014905e+00
9.000085306334638e-03	5.014695e+00
9.000120123281986e-03	5.014565e+00
9.000164039467191e-03	5.014466e+00
9.000227598098723e-03	5.014362e+00
9.000347564227367e-03	5.014225e+00
9.000583215823029e-03	5.014071e+00
9.001018117322920e-03	5.013950e+00
9.001575586264214e-03	5.013907e+00
9.002282075381181e-03	5.013900e+00
9.002966413274971e-03	5.013900e+00
9.003966413274970e-03	5.013900e+00
9.004966413274969e-03	5.013900e+00
9.005966413274969e-03	5.013900e+00
9.016966413274961e-03	5.013900e+00
9.670966413274480e-03	5.013900e+00
9.997966413274240e-03	5.013900e+00
9.999000000000001e-03	5.013900e+00
9.999201520354571e-03	5.013900e+00
9.999470214160665e-03	5.013900e+00
9.999471214160664e-03	5.013900e+00
9.999473214160665e-03	5.013900e+00
9.999477214160665e-03	5.013900e+00
9.999485214160664e-03	5.013900e+00
9.999501214160664e-03	5.013900e+00
9.999533214160665e-03	5.013900e+00
9.999725214160664e-03	5.013900e+00
9.999781571678671e-03	5.013900e+00
9.999856715036013e-03	5.013900e+00
9.999857715036012e-03	5.013900e+00
9.999859715036013e-03	5.013900e+00
9.999863715036012e-03	5.013900e+00
9.999871715036012e-03	5.013900e+00
9.999887715036012e-03	5.013900e+00
9.999936000000001e-03	5.013900e+00
9.999968569927978e-03	5.013900e+00
9.999969569927977e-03	5.013900e+00
9.999971569927978e-03	5.013900e+00
9.999975569927978e-03	5.013900e+00
9.999983569927977e-03	5.013900e+00
9.999984000000000e-03	5.013900e+00
9.999984860144046e-03	5.013900e+00
9.999986580432139e-03	5.013900e+00
9.999990021008324e-03	5.013900e+00
9.999993118847630e-03	5.013900e+00
9.999993804321388e-03	5.013900e+00
9.999995175268903e-03	5.013900e+00
9.999997258104970e-03	5.013900e+00
9.999998258104969e-03	5.013900e+00
9.999999000000001e-03	5.013900e+00
1.000000000000000e-02	5.013900e+00
Step Information: Cl=100  (Step: 2/9)
0.000000000000000e+00	5.014268e+00
9.999999960041972e-12	5.014273e+00
1.999999992008394e-11	5.014275e+00
3.999999984016789e-11	5.014277e+00
7.999999968033578e-11	5.014278e+00
1.599999993606716e-10	5.014279e+00
3.199999987213431e-10	5.014279e+00
6.399999974426862e-10	5.014281e+00
1.000000000000000e-09	5.014283e+00
1.036000000255732e-09	5.014277e+00
1.108000000767194e-09	5.014273e+00
1.252000001790120e-09	5.014273e+00
1.540000003835971e-09	5.014274e+00
2.116000007927673e-09	5.014277e+00
3.268000016111078e-09	5.014281e+00
5.572000032477887e-09	5.014293e+00
1.018000006521150e-08	5.014323e+00
1.939600013067874e-08	5.014393e+00
3.604760789815547e-08	5.014529e+00
5.591120611797898e-08	5.014687e+00
9.045892801409396e-08	5.014936e+00
1.595543718063239e-07	5.015346e+00
2.621376075845468e-07	5.015793e+00
3.577689728369387e-07	5.016056e+00
4.660035669388160e-07	5.016214e+00
5.709753543025882e-07	5.016282e+00
